ISO,ID,SMONTH,SYEAR,AUTH,LOC,LATNS,LATD,LATM,LATS,LONEW,LOND,LONM,LONS,ALT,CLIM,PAR,PAR2,MODE,MODE2,TEXT,TEXT2,DEPTH,WEAT,WEAT2,REST1,REST2,PARREM,LNDREG,LNDTOP,PHYS,SLP,POS,SLF,ASP,KND,PTRN,VAR,ROCK,STON,STSI,STSH,CRA,SEA,SALT,ALKALI,SODE,WAKE,WADE,WAUP,WALO,STAUP,STALO,STAPE,RUN,FLFR,FLNA,DRAIN,DRAINI,MOIDU,MOIDL,MOIMU,MOIML,MOIWU,MOIWL,ERT,ERT2,ERD,ERD2,AGGR,MASS,LUT,CROP,IRR,ROT,IMP,VET,VES,VED,ADPC,ADMM,COMNAME,DESCR,REMARKS,EDITDATE,VERIFIED
"DE",13,,1969,"Creutzberg D.","Niedersachsen, 4km N of Hildesheim at Harsum","N",52,12,0,"E",9,58,0,85,"Cfb",,,"W",,,,,,,,,"Weichsel loess","HI","U",,0,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,"a",,,,,,,,1,0,,,"A moderatly well drained loess soil in weakly undulating ì
(gradient 1-5 %) landscape, with high worm activity in upper 50 ì
cm and an irregularly mottled AC horizon (10 YR 2/2 to 2.5 Y 4/2) ì
due to bioturbation (animal burrowing. Therefore, Ah material canì
even be found in C1 horizon (mottles).
(additional climatic data: insolation (hrs))",,
"DE",14,,1969,"Creutzberg D.","Niedersachsen, 4km N of Hildesheim at Harsum","N",52,12,0,"E",6,57,30,75,"Cfb",,,"W",,,,,,,,,"Weichsel loess",,"U",,3,"M",,,,,,"0","0",,,,,"0","0",,,,,,,,,,,,"4",,,,,,,,,,,,,,"a",,,,,"FD",,"oaks, beeches; crops (see remarks)",1,0,,,"A deep, moderately well drained silt soil profile, rich in ì
organic matter, derived from late-Pleistocene calcareous loess. ì
At 2 m depth sand and gravel appear. The BC horizon has got ì
several colours (10 YR 4/3, 10 YR 6/4, 10 YR 3/2, 10 YR 2/2)). ì
The boundaries of the horizons are often irregular due to heavy ì
bioturbation. The soil is used for crops, mainly a rotation of ì
sugarbeets, wheat and barley/oats.
(additional climatic data: insolation (hrs))",,
"DE",15,,1969,"Creutzberg D.","Niedersachsen, 20km SE of Hannover and 1km NNW of Harsum","N",52,13,0,"E",9,58,0,75,"Cfb",,,"W",,,,,,,,,"Weichsel loess",,"F",,0,"M",,,,,,"0","0",,,,,"0","0",,"N",,,,,,,,,,"4",,,,,,,,,,,,,,"a",,,,,,,"cereals and sugar beets",1,0,,,"A well drained soil that has been under cultivation for ì
centuries, derived from calcareous loess of late-Pleistocene. In ì
the Ap horizons few small horizontal lenses and laminae of ì
lighter coloured silty material (10 YR 4/3, thickness 1-2 mm, length 1-3 cm) ì
appear. The soil is very porous and nutritious with worm casts ì
and animal burrows throughout the profile, often filled with ì
material of upper horizons.
authors: Creutzberg/Roeschmann
(additional climatic data: insolation (hrs))",,
"DE",16,,1969,"Creutzberg D.","Niedersachsen, 1 km NNW of Harsum, 20 km SE of Hannover",,,,,,,,,,,,,"W",,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,"07/04/03 00:00:00","OSP"
"DE",17,,1969,"Creutzberg D.","Niedersachsen, 2 km SW of Beierstedt; 10 km SW of Schöningen",,,,,,,,,,,,,"W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,"07/04/03 00:00:00","OSP"
"DE",19,4,1994,"Boerma J.A.K.","Dröper, 10km SSE of Osnabrück and E of Georgsmarienhütte",,,,,,,,,100,,"Y0",,"W","T","LO",,,,,,,,"UP","U","slope",5,"M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,,,,,,,1,0,,,,"07/04/03 00:00:00","OSP"
"DK",1,4,1991,"Petersen L. & K. Raulund Rasmussen","Trinderup Plantage, near Mariager, Arhus Province, Jylland","N",56,39,10,"E",9,59,1,45,"Cfa","Y0",,"T",,"SA",,,,,,,"sandy till from Weichselien era, mainly consisting of granite and gneiss","GP","F","slope",2,"U",,"NE",,,,,,,,,,,,100,"N",,,,,,"H","M","N",,"4",,,,0,120,,,,,,,,,"AF",,,,,,,"Afforested in 1948 with Picea abies. Undergrowth of herbs (Chamaenerium angustifolium, Rubus idaeus), indicating strong nitrification",0,0,,,"STEP profile DK 1 (Trinderup)","06/13/03 00:00:00","OSP"
"DK",2,7,1991,"Raulund-Rasmussen K. & H.C. Brun Hansen","Katborg Plantage, Ulfborg District, Ringkøbing Province, Jylland","N",56,16,,"E",8,20,,42,"Cfa","Y0",,"T",,"SA",,,,,,,"Sandy till from Saale glaciation","DU","U",,,,,,,,,"0","0",,,,,,,,"N",,,,,,,,,,"4","6",,,0,120,,,,,,,,,"AF",,,,,,,"Afforested in 1958 with Pinus sylvestris",0,0,,,"STEP profile DK 2 (Ulfborg)","06/17/03 00:00:00","OSP"
"DK",3,3,1991,"Møberg J.P. & K. Raulund-Rasmussen","Klosterhede Plantage (dept. 316), Ringkøbing Province, Jylland","N",56,28,0,"E",8,24,30,27,"Cfa","Y0",,"F",,"SA",,,,,,,,"UP","F",,,,,,,,,,,,,,,,,,"N",,,,,,,,,,"4",,,,0,120,,,,,,,,,"AF",,,,,,,"Afforested in 1923 with Picea abies",0,0,,,"STEP profile DK 3 (Klosterhede)","06/17/03 00:00:00","OSP"
"EC",1,4,1987,"Kauffman J.H. & G. Del Posso","Pimchincha, about 1km W of Cajambe","N",0,1,0,"W",78,7,0,2900,"Cs?","E2",,"H",,,,,,,,,"ash and lapilli","MO","M","footslope mountain",14,"L","X","E",,,,"0","0",,,"0","0","0","0",75,"N",,,,75,0,"S","R","N",,"3","4",,,0,130,,,"S","R","R","S",,"N","am","CEM","S","CC",,,,"maize,potato,barley,trigo,beans,Lupinus",1,0,,,"Effective soil depth depends on the physiographic position, it ì
may range from very shallow to deep.
The soil is already many years under cultivation.
""Cangahua"" is the local name for the hard, compacted ash layer; ì
especially the first 20 to 30 cm of the Cangahua layer has ì
blackish mottles ; although the Cangahua is hard and difficult to ì
dig or cut, a piece can be easily broken in subangular blockies.
",,
"EC",2,4,1987,"Kauffman J.H. & G. Del Posso","Pinchincha, Quito, INIAP Experimental Station St. Catalina","S",0,20,15,"W",78,33,45,3140,"Cs?","E1",,"H",,,,,,,,,,"MO","R","footslopes of volcano range",12,"M","V",,,,,"0","0",,,"0","0","0","0",200,"N",,,,,,,"R","N",,"4",,,,0,200,,,,,,,,,"xh","CE","0","CG",,,,"experimental station",1,0,,,"EC02 is comparable to profile Ecuador6 in: part III - tour guide ì
for Ecuador of the sixth international soil classification ì
workshop (1984). The soil is a true volcanic ash soil, however ì
the bulk density is too high for the required critera of Soil ì
Taxonomy and FAO.ì
",,
"EC",3,1,1983,"Cook T. & G. Del Posso","Pinchincha, Quito, El Corazon vulcano","S",0,32,0,"W",78,38,40,4000,,"E1","E4","H","H",,,92,,,,,"multiple ash/pumice","VU","M","El Corazon volcano",45,"U","S","NE",,,,"0","0",,,"0","0","0","0",92,"N",,,,,,,"R","N",,"4",,,,0,180,,,,,,,,,"ve",,,,,"HS","P","Stypa ichu (paramo grass)",1,0,,,"EC03 is comparable to profile Ecuador 8 in part III: tour guide ì
for Ecuador of the sixth international soil classification ì
workshop (1984).
The soil was redescribed and resampled by Kauffman and del Posso ì
in April 1987; additionally two monoliths of 140cm length were ì
taken.
There are not sufficient temperature data available at the ì
altitude of the site. When a correction of 6 degrees celsius per ì
1000 metre is applied on the data of Izobamba meteo station, the average annual temperature is around the limit of 8 degree ì
celsius, hence mesic to frigid. If the frigid temperature regime ì
is rejected the soil will key out as Dystrandept.
The soil is a true volcanic ash soil except for the bulk density, which is ì
slightly too high. If the bulk density criterion is strictly ì
applied the soil will classify as Andic Humitropept(ST) and as ì
humic Cambisol(FAO).",,
"EC",4,4,1987,"Kauffman J.H. & G. Del Posso","Galapagos, St. Cristobal Island, St. Joaquim vulcano","S",0,53,0,"W",89,30,0,500,"Am","I6",,"R",,,,,"P",,,,,"VU","R","west slope of St.Joaquim volc.",25,"M","S","W",,,,"0","0",,,"0","0","0","0",160,"N",,,,,,,"R","N",,"4",,,,0,150,150,200,,,,,,,"gr",,,,,"SD","D","Lantana accumulata, Mora, Guajabe, firns",1,1,,,"Natural vegetation is nearly completely overtaken by introduced ì
species. Dominant species are Lantana accumulata, introduced 2 ì
years ago and Guajaba introduced about 20 years ago(verbal ì
information).
The weather station El Progreso at an altitude of 200 meter is connected to this site. Source ì
of data is FAO (1985) Plant Production and Protection Series ì
no.24 ""Agroclimatological data for Latin America"". An altitude ì
correction of about 300 meter should be applied. Note that the ì
meteo station of Puerto Baquerizo localized at sealevel is not ì
representative.
According an approximate precipitation-altitude correlation for ì
San Cristobal island the precipitation at an altitude of 500 ì
meter is in the range of 1500 to 2000mm.
It is assumed that the soil was frequently enriched with volcanic ì
ash.
The soil has many chemical properties of an Andosol, and would be ì
classified as Oxic Dystrandept, however the bulk density is too ì
high.",,
"EC",5,5,1987,"Kauffman J.H. & G. Del Posso","Galapagos, St. Cristobal Island, 5km E of P. Baquerizo","S",0,55,0,"W",89,33,0,160,"Am","I6",,"R",,,,,"H",,,,"basalt(""pillow lava?","LA","R","break of slope",12,"U","V",,,,,"RO","ST",,,"C","0","0","0",90,"N",,,,,,,"R","N",,"4",,,,0,150,,,,,,,,,"pa",,,,,,,"Panicum maximum",1,1,,,"Depth of the solum varies considerably, generally between 20-60 ì
cm. Parent rock consists of basalt, in a roadcut rounded boulders of basalt (""pillow"" ì
lava?) has been observed.
The soil has clear, tilted shear planes. According verbal ì
information the cracks considerably when dry. All this points to ì
vertic properties.
The consistency of ì
the soil when dry is probably very hard.
The presence of an argillic horizon is disputable, without an ì
argillic horizon the soil will classify as Chromic Cambisol or as ì
Vertic Eutropepts.
The meteo station P.Baquerizo, having the longest records, has ì
been also connected to EC05. However, as rainfall is strongly ì
related to altitude, especially the precipitation data of ì
P.Baquerizo are not representative for the site. An approximate ì
correlation between altitude and annual rainfall can be derived ì
from the the following data:
Meteo station     Altitude(m)   Annual rainfall(mm)
P.Baquerizo             6           471
El Progresso          250          1291
Pampa mia             400          1810
",,
"EC",6,5,1987,"Kauffman J.H. & G. Del Posso","Napo, Francisco de Orellana, 12km S of Coca","S",0,31,0,"W",76,56,0,250,"Af","C0",,"X",,,,,"H",,,,"Tertiary;clay/conglo","HL","H","interfluve ""colina""",25,"M","V",,,"0",,"0","0",,,"C","0","0","0",300,"N",,,,,,"M","R","N",,"4",,,,0,300,,,"S",,"S",,,,"al","STC",,"0","I0","FE",,"recently cleared land, coffee main crop",1,1,,,"Road cut observations show different (completely weathered) parent materials like conglomerate, clay(stone?),..
The subsoil shows a weak yellowish mottling probably due to redox processes. The soil shows clear narrow cracks when dry. 
The soil is well structured which agrees with the classification as Nitosol. If the morphology is not taken into account it will come out as ferric Acrisol.
",,
"EC",7,5,1987,"Kauffman J.H. & G. Del Posso","Napo, Francisco de Orellana, La Joya de los Sachas, INIAP St. S.Carlos","S",0,19,0,"W",76,50,0,260,"Af",,"E0","A","A","CL","SA",92,,,,,,"AT","F","high terrace",0,"F","S",,,,,"0","0",,,"0","0","0","0",92,"N",,,,92,150,"S","V","N",,"4",,,,0,150,,,,,,,,,"ve","STA",,,,"FE","P","INIAP experimental station nearby",1,1,,,"Brief description of the soil:
deep, well drained, yellowish brown clay. At about 90 cm starts a hard cemented sandy tuff substratum.
The parent material consists of two layers. From 0 to 92cm quarternary alluvium, probably mixed with some volcanic ash. From 92cm starts abruptly a very hard layer, consisting of sandy ash, probably transported and deposited by the river. The genesis of the cementation and hardness of this layer is not yet understood. The very hard layer could only be broken with a pick-axe.
The hard layer blocks root development and permeability for water is low. No water table has been observed, however it is assumed that excess water runs laterally to depressions.
* INIAP station San Carlos trial field has about 350 cocoa varieties.
FAO, 1988 Haplic Acrisol
USDA, 1990 ?",,
"EC",8,1,1983,"Cook T. & G. Del Posso","Pichincha, St. Domingo, 20km E of Allutiquin near Tandapi","S",0,25,0,"W",79,2,20,1500,,"E0","E0","H","H","LO","SA",84,"S","S",,,"multiple ash/pumice","MO","S","hillslope",45,"S","V","NE",,,,,,,,,,,,200,"N",,,,,,,,"N",,"4",,,,,,0,200,,,,,,,"pa",,,,,"FE",,"forest cleared and planted with pasture",1,0,,,"See also information of profile Ecuador 11 in partII: tour guide ì
for Ecuador of the sixth international soil classification ì
workshop(1984).
The profile was resampled in May 1987 by G.del Posso, ì
two additional monoliths of 140cm length were taken.
In the A1 and A2 horizons about 1% fragments of brick, stone, ì
artefacts and charcoal are present. The upper part of the 2C1 ì
horizon has been stained black (10YR2/1).
",,
"EC",9,1,1983,"Cook T. & G. Del Posso","Esmeraldas, Quininde, INIAP Station St. Domingo (oil palm grove)","N",0,1,30,"W",79,22,0,280,,"E0",,"H",,,,,"S",,,,"several ash deposits","AT","F","broad low interfluve",1,"C","S",,,,,"0","0",,,,,,,145,"W",200,,,,,"M",,"N",,,,,,0,110,110,190,,,,,,,"xh","OLI",,,,"FE",,"forest cleared, now oil palm and pasture",1,1,,,"EC02 is comparable to profile Ecuador No.5 in: part III-tourguide ì
for Ecuador of the sixth international soil classification ì
workshop (1984). The soil was redescribed and resampled by ì
G.del Posso in May 1987, additionally two soil monoliths wereì
taken.
Down to a depth of 110cm medium and coarse decayed roots are ì
present. The A horizon includes also the 10YR2/1 colour. About 1% ì
fragments of brick and artifacts are present in the first halfì
metre.
Twenty years ago the area was frequently flooded by the rio ì
Blanco (and rio Quininde), now the area is protected against ì
flooding.",,
"EC",10,1,1983,"Cook T. & G. Del Posso","Los Rios, Quevedo, 90km S of Santo Domingo, 1km before Buena Fe","S",0,50,0,"W",79,28,50,120,,"E0","E0","H","H","LO","CL",52,"S","P",,,"multiple ash layers","PA","F","higher part of fan",1,"C","S",,,,,"0","0",,,,,,,150,"W",900,,,,,"S",,"N",,"4",,,,,,0,170,,,,,,,"am","STA",,,,"FS",,"forest with cocoa, nearby maize, soybean",1,0,,,"EC10 is comparable to profile Ecuador No.12 in: part ì
III-tourguide for Ecuador of the sixth international soil ì
classification workshop (1984). The soil has been redescribed and ì
resampled by G.del Posso in May 1988, additionally two monoliths ì
have been taken.
The volcanic ash is probably of an acid type.
To a depth of 130 cm are present a few (1%) artifacts, fragments ì
of brick, stone and tools.",,
"EC",11,1,1983,"Cook T. & G. Del Posso","Guayas, El Empalme, 20km W of Quevedo, about 6km from El Empalme","S",1,8,0,"W",79,46,0,100,,"E0","E0","H","H",,,55,"S","P",,,"Multiple ash layers","AP","F","higher part of fan",1,"C","S",,,,,"0","0",,,,,,,165,"W",900,,,,,"M",,,,"3",,,,0,200,,,,,,,,,"AM","STA",,,,"FS",,"forest with guajaba, cocoa, coffee,*",1,0,,,"EC11 is comparable to profile Ecuador No.13 in: part IIItourguide ì
for Ecuador of the sixth international soil classification ì
workshop (1984). The soil has been redescribed and resampled by ì
G.del Posso in May 1987, additionally two monoliths has been ì
taken.
The A2 horizon includes also 7.5 YR 3/4 colour. The 2Btbe is ì
multicoloured having 10YR44, 2.5YR4/8 and 5Y6/2 colours.
The coatings on peds from 55cm and deeper includes also some ì
pressure cutans.
In the surroundings of the site also maize and soybeans.
","09/16/94 00:00:00",
"EC",12,5,1988,"Del Posso G.","Pichincha, Quito, about 1km SW of forest centrum of MAG","S",0,17,30,"W",78,28,0,2400,,"P2",,"H",,"SI",,,"S",,,,"Cangahua tuff","HI","H","hill",35,"L","V","SW",,,,"0","0",,,,"S","0","0",133,"W",600,,,15,50,"S","R","N",,"4",,10,150,0,10,,,"S","R","M","S",,,"af",,,,,,,"Eucalyptus globulus, Kikuyu grass",1,0,,,"Effective soil depth is controlled by the Cangahua layer starting ì
at 15 cm depth. Most crops cannot sufficiently penetrate the ì
Cangahua layer. The Eucalyptus roots are able to penetrate ì
Cangahua layer through cracks up to a depth of about 130 cm.",,
"EC",13,1,1983,"Cook T. & G. Del Posso","Pichincha, Quito, about 15km NE of Quito in the Calderon area","N",0,5,25,"W",78,25,0,2620,,"E0",,"H",,"SA",,,"S",,,,"multiple ash layers","HL","F","flat intermontane valley",1,"S","S",,,,,"0","0",,,,,"0","S",200,"W",900,,,,,"M",,,,"4",,0,10,10,205,,,,,,,,,"af",,,,,,,"Eucalyptus, Chlica(Baccharin polyantha)*",1,0,,,"EC13 is comparable to profile Ecuador no.7 in: partIII-tourguide ì
for Ecuador of the sixth international soil classification ì
workshop (1984). The soil has been redescribed and resampled by ì
G.del Posso in May 1988, additionally two monoliths has been ì
taken.
The soil from 0 to 35cm is disturbed by digging, therefore no ì
thin surface horizon has been separated. From 0 to 70 cm are ì
present a few artifacts like charcoal, bricks etc.
The grass layer consists of herbs and Kikuyu grass. Adjacent to ì
the Eucalyptus plant are is a maize field.",,
"EC",14,6,1987,"Del Posso G.","Manabi, Portoviejo, about 12km from INIAP station Portoviejo","S",1,12,10,"W",80,25,20,60,"BSh","B0",,"A",,"CL",,,,,,,,"AT","U",,15,"D","C",,"G","C",50,"0","0",,,"L","0","0","0",85,"W",400,,,,,,"R","N",,"4",,0,150,,,,,"S","S","S","M",,,"xm","FBC","S","CC","IC","F","D","also maize and soybean",1,0,,,,,
"EC",15,6,1987,"Del Posso G.","Manabi, Jipijapa","S",1,28,15,"W",80,31,15,400,,"A0",,"M",,"SC",,,"S",,,,"old marine sediments","HL","U",,2,"F","S","SE",,,,"0","0",,,"0","0","0","0",130,"W",700,,,,,,"M","N",,"4",,0,130,,,,,"R","S","S","S",,,"xm","STC",,,"IT","F","D",,1,0,,,,,
"EC",16,6,1987,"Del Posso G.","El Oro, Machala, 10km N of Machala on La Merced farm","S",3,17,15,"W",79,54,30,10,,,"Y3","A","R","SC",,,,,,,"lith.bound.not clear","AT","F",,1,"F","S",,,,,"0","0",,,"0",,"0","0",130,"W",300,,,89,130,"M",,"N",,"3","4",0,89,89,130,,,"S",,"S",,,,"ah","FRB","C","0","IX","F","D",,1,0,,,,,
"EC",17,6,1987,"Del Posso G.","Guayas, Guayaquil, about 26km SW of Guayaquil, INIAP station Boliche","S",2,15,0,"W",79,38,45,16,,,"Y3","A","R","CL",,,,,,,"Guayas river basin","AP","F","lower part of river basin",1,"F","S",,"L",,,"0","0",,,"C",,"0","0",150,"W",50,0,150,,,"S","P","Y","F","1",,,,0,50,50,150,"S",,"S",,,,"ah","CER","S","0","IL",,,,1,0,,,"The soil when dry has cracks with a width of about 1 cm and to a ì
depth of about 30cm.",,
"EC",18,6,1987,"Cook T. & G. Del Posso","Pichincha, Mejia, about 5km N of Aloasi and 8km of Machachi","S",0,31,0,"W",78,37,10,3200,"Cw","E2","E2","H","H","SA","SA",73,"S","S",,,"mixed ash deposits","MO","R","low hill in interandean valley",10,"S","V","ENE",,,,"0","0",,,"0","0","0","0",75,,,,,,,,"R","N",,"4",,,,0,140,,,"S","R","S","S",,,"am","CEW","0","CC","IX","H","D","barley, potatoes",1,0,,,"EC18 is comparable to profile Ecuador 1 in part III: tour guide ì
for Ecuador of the sixth international soil classification ì
workshop (1984). The profile has been resampled in Mau 1987 by ì
G.del Posso, additionally two monoliths of 140cm length has been ì
taken.
The gravelly ash/pumice layer hampers rootdevelopment, however a ì
few roots are visible below the gravel layer, hence effective ì
soil depth is somewhat deeper than 75cm.
The soil horizon just above the gravel layer has compacted, ì
probably due to tillage practices.",,
"EC",19,5,1987,"Cook T. & G. Del Posso","Chimborazo, Guamote, about 5km S of Palmira","S",2,7,20,"W",78,43,50,2780,"BS","E1","E1","S","H","SA","SA",,"S",,,,,"DU","R","eroded dunes",13,"M","V","SW","W","R",50,"0","0",,,"0","0","0","0",130,,,,,,,,,,,"5",,0,50,50,170,,,"W",,"R",,,,"ve",,,,,"HS","D","clumps of Stipa spp. with bare soil",1,0,,,"EC19 is comparable to profile Ecuador 2 in part III: excursion ì
guide for Ecuador of the sixth International Soil Classification ì
workshop (1984). In may 1987 this profile has been redescribed ì
and resampled, additionally two monoliths has been taken.
The climate is ustic bordering to aridic. Except for one month ì
rainfall is always lower than the evapotranspiration.",,
